,Show,EpId,ClipId,SEP28k-T,SEP28k-D,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords
25564,WomenWhoStutter,81,5,train,dev,0,1,2,1,0,0
25565,WomenWhoStutter,81,6,train,dev,1,1,0,0,3,1
25566,WomenWhoStutter,81,7,train,dev,0,0,0,0,0,3
25567,WomenWhoStutter,81,8,test,test,0,2,1,1,0,0
25568,WomenWhoStutter,81,9,test,test,0,0,0,0,2,3
25569,WomenWhoStutter,81,10,test,test,0,1,0,2,0,1
25570,WomenWhoStutter,81,11,test,test,0,1,0,0,0,2
25571,WomenWhoStutter,81,12,test,test,0,0,0,3,0,0
25572,WomenWhoStutter,81,13,test,test,0,0,0,2,1,1
25573,WomenWhoStutter,81,14,test,test,0,3,0,0,2,0
25574,WomenWhoStutter,81,15,test,test,0,0,0,0,0,3
25575,WomenWhoStutter,81,16,test,test,0,0,0,1,0,2
25576,WomenWhoStutter,81,17,test,test,0,1,0,0,3,2
25577,WomenWhoStutter,81,18,test,test,0,0,0,3,0,0
25578,WomenWhoStutter,81,19,test,test,2,2,0,0,0,0
25579,WomenWhoStutter,81,20,test,test,2,0,0,0,2,2
25580,WomenWhoStutter,81,21,test,test,0,0,0,3,0,0
25581,WomenWhoStutter,81,22,test,test,0,3,0,0,0,0
25582,WomenWhoStutter,81,23,test,test,0,1,0,1,1,1
25583,WomenWhoStutter,81,24,test,test,0,2,0,0,1,1
25584,WomenWhoStutter,81,25,test,test,0,0,0,0,2,3
25585,WomenWhoStutter,81,26,train,dev,0,0,0,3,1,0
25586,WomenWhoStutter,81,27,train,dev,0,1,0,0,3,2
25587,WomenWhoStutter,81,28,train,dev,0,0,0,3,0,0
25588,WomenWhoStutter,81,29,test,test,2,0,0,0,3,1
25589,WomenWhoStutter,81,30,test,test,0,2,0,0,1,1
25590,WomenWhoStutter,81,31,train,dev,0,0,0,1,0,3
25591,WomenWhoStutter,81,32,test,test,0,1,0,0,3,2
25592,WomenWhoStutter,81,33,test,test,0,1,2,0,0,0
25593,WomenWhoStutter,81,34,test,test,0,0,0,0,0,3
25594,WomenWhoStutter,81,35,test,test,0,0,0,0,3,3
25595,WomenWhoStutter,81,36,test,test,0,2,0,0,0,1
25596,WomenWhoStutter,81,37,test,test,0,0,0,0,1,3
25597,WomenWhoStutter,81,38,test,test,0,0,0,2,3,1
25598,WomenWhoStutter,81,39,test,test,0,2,1,0,0,1
25599,WomenWhoStutter,81,40,test,test,0,0,0,0,3,3
25600,WomenWhoStutter,81,41,test,test,0,0,0,0,3,3
25601,WomenWhoStutter,81,42,test,test,0,1,0,0,0,2
25602,WomenWhoStutter,81,43,test,test,0,2,1,0,0,0
25603,WomenWhoStutter,81,44,test,test,0,1,0,0,1,2
25604,WomenWhoStutter,81,45,test,test,0,0,0,0,0,3
25605,WomenWhoStutter,81,46,test,test,0,2,0,0,0,1
25606,WomenWhoStutter,81,47,train,dev,1,1,0,0,0,1
25607,WomenWhoStutter,81,48,test,test,0,2,1,0,2,0
25608,WomenWhoStutter,81,49,test,test,0,0,0,0,3,3
25609,WomenWhoStutter,81,50,test,test,0,1,2,0,0,0
25610,WomenWhoStutter,81,51,test,test,0,2,0,0,3,1
25611,WomenWhoStutter,81,52,test,test,0,0,0,0,1,3
25612,WomenWhoStutter,81,53,test,test,0,1,1,2,0,0
25613,WomenWhoStutter,81,54,train,dev,0,1,2,1,0,0
25614,WomenWhoStutter,81,55,test,test,0,0,0,0,3,3
25615,WomenWhoStutter,81,56,test,test,0,1,2,0,0,0
25616,WomenWhoStutter,81,57,test,test,0,1,0,3,1,0
25617,WomenWhoStutter,81,58,test,test,0,0,0,0,0,3
25618,WomenWhoStutter,81,59,test,test,0,1,2,1,0,0
25619,WomenWhoStutter,81,60,test,test,0,0,0,2,0,1
25620,WomenWhoStutter,81,61,test,test,0,0,0,0,3,3
25621,WomenWhoStutter,81,62,test,test,0,1,0,2,0,1
25622,WomenWhoStutter,81,63,test,test,0,0,0,0,0,3
25623,WomenWhoStutter,81,64,test,test,0,0,0,0,2,3
25624,WomenWhoStutter,81,65,test,test,2,0,1,1,1,0
25625,WomenWhoStutter,81,66,test,test,0,1,3,0,0,0
25626,WomenWhoStutter,81,67,test,test,0,0,0,0,2,3
25627,WomenWhoStutter,81,68,test,test,0,1,0,0,2,2
25628,WomenWhoStutter,81,69,test,test,0,2,0,1,1,1
25629,WomenWhoStutter,81,70,test,test,0,2,0,0,0,1
25630,WomenWhoStutter,81,71,test,test,0,0,0,0,0,3
25631,WomenWhoStutter,81,72,test,test,0,0,0,0,2,3
25632,WomenWhoStutter,81,73,train,dev,0,1,0,0,3,2
25633,WomenWhoStutter,81,74,test,test,0,0,0,0,0,3
25634,WomenWhoStutter,81,75,test,test,0,3,0,0,0,0
25635,WomenWhoStutter,81,76,test,test,0,3,0,0,0,0
25636,WomenWhoStutter,81,77,train,dev,1,0,0,0,3,2
25637,WomenWhoStutter,81,78,test,test,1,2,0,0,2,1
25638,WomenWhoStutter,81,79,test,test,1,1,0,0,0,1
25639,WomenWhoStutter,81,80,test,test,0,0,0,0,2,3
25640,WomenWhoStutter,81,81,test,test,0,1,3,0,0,0
25641,WomenWhoStutter,81,82,test,test,0,2,0,0,0,1
25642,WomenWhoStutter,81,83,test,test,0,0,0,0,0,3
25643,WomenWhoStutter,81,84,test,test,0,1,0,0,3,2
25644,WomenWhoStutter,81,85,test,test,0,1,1,0,0,1
25645,WomenWhoStutter,81,86,test,test,2,1,0,0,2,1
25646,WomenWhoStutter,81,87,test,test,0,0,0,0,0,3
25647,WomenWhoStutter,81,88,test,test,0,0,0,0,0,3
25648,WomenWhoStutter,81,89,test,test,0,0,2,1,1,0
25649,WomenWhoStutter,81,90,test,test,0,0,0,0,1,3
25650,WomenWhoStutter,81,91,test,test,0,1,3,0,3,0
25651,WomenWhoStutter,81,92,test,test,0,0,1,0,1,2
25652,WomenWhoStutter,81,93,train,dev,0,1,0,0,3,2
25653,WomenWhoStutter,81,94,test,test,0,1,2,1,3,0
25654,WomenWhoStutter,81,95,test,test,0,0,0,0,0,3
25655,WomenWhoStutter,81,96,test,test,0,1,0,0,0,2
25656,WomenWhoStutter,81,97,train,dev,0,0,0,0,0,3
25657,WomenWhoStutter,81,98,train,dev,0,1,2,0,0,1
25658,WomenWhoStutter,81,99,test,test,0,0,3,0,0,0
25659,WomenWhoStutter,81,100,test,test,0,1,1,0,0,1
25660,WomenWhoStutter,81,101,test,test,0,0,1,0,0,2
25661,WomenWhoStutter,81,102,test,test,0,0,0,0,1,3
25662,WomenWhoStutter,81,103,test,test,0,2,0,0,0,1
25663,WomenWhoStutter,81,104,test,test,0,0,0,3,3,0
25664,WomenWhoStutter,81,105,test,test,0,0,3,0,0,0
25665,WomenWhoStutter,81,106,test,test,0,0,0,0,1,3
25666,WomenWhoStutter,81,107,train,dev,1,1,0,0,3,2
25667,WomenWhoStutter,81,108,train,dev,0,1,0,0,3,2
25668,WomenWhoStutter,81,109,train,dev,1,0,1,0,0,1
25669,WomenWhoStutter,81,110,train,dev,0,0,0,0,1,3
25670,WomenWhoStutter,81,111,test,test,0,0,0,0,3,3
25671,WomenWhoStutter,81,112,test,test,0,0,0,0,0,3
25672,WomenWhoStutter,81,113,test,test,0,0,0,0,0,3
25673,WomenWhoStutter,81,114,test,test,0,1,1,1,0,1
25674,WomenWhoStutter,81,115,test,test,1,0,0,0,3,2
25675,WomenWhoStutter,81,116,test,test,0,0,0,2,1,1
25676,WomenWhoStutter,81,117,test,test,0,0,0,0,3,3
25677,WomenWhoStutter,81,118,test,test,1,0,0,0,1,2
25678,WomenWhoStutter,81,119,test,test,0,1,0,0,0,2
25679,WomenWhoStutter,81,120,test,test,0,1,0,1,3,1
25680,WomenWhoStutter,81,121,test,test,0,2,0,2,2,0
25681,WomenWhoStutter,81,122,test,test,0,2,2,0,0,0
25682,WomenWhoStutter,81,123,test,test,0,1,0,0,0,2
25683,WomenWhoStutter,81,124,train,dev,0,1,1,1,0,0
25684,WomenWhoStutter,81,125,train,dev,0,1,0,0,0,2
25685,WomenWhoStutter,81,126,train,dev,1,0,0,0,0,2
25686,WomenWhoStutter,81,127,train,dev,0,0,0,3,0,0
25687,WomenWhoStutter,81,128,train,dev,0,0,0,0,1,3
25688,WomenWhoStutter,81,129,test,test,0,0,0,0,3,3
25689,WomenWhoStutter,81,130,test,test,0,0,1,0,0,3
25690,WomenWhoStutter,81,131,test,test,0,1,0,0,2,2
25691,WomenWhoStutter,81,132,test,test,1,2,0,0,0,1
25692,WomenWhoStutter,81,133,test,test,0,0,0,1,1,2
25693,WomenWhoStutter,81,134,test,test,0,0,0,0,0,3
25694,WomenWhoStutter,81,135,test,test,0,0,0,0,2,3
25695,WomenWhoStutter,81,136,test,test,0,0,0,0,0,3
25696,WomenWhoStutter,81,137,test,test,0,1,1,0,0,1
25697,WomenWhoStutter,81,138,test,test,0,1,0,0,0,2
25698,WomenWhoStutter,81,139,test,test,1,2,1,0,0,0
25699,WomenWhoStutter,81,140,train,dev,0,0,0,0,0,3
25700,WomenWhoStutter,81,141,test,test,0,0,0,0,3,3
25701,WomenWhoStutter,81,142,test,test,0,0,0,0,0,3
25702,WomenWhoStutter,81,143,test,test,0,0,0,0,0,3
25703,WomenWhoStutter,81,144,test,test,0,0,1,0,1,2
25704,WomenWhoStutter,81,145,test,test,0,2,0,0,0,1
25705,WomenWhoStutter,81,146,test,test,0,0,0,0,0,3
25706,WomenWhoStutter,81,147,test,test,0,1,0,0,0,2
25707,WomenWhoStutter,81,148,test,test,0,0,0,3,0,0
25708,WomenWhoStutter,81,149,test,test,0,2,0,0,0,1
25709,WomenWhoStutter,81,150,test,test,0,1,0,0,0,2
25710,WomenWhoStutter,81,151,test,test,0,0,0,0,2,3
25711,WomenWhoStutter,81,152,test,test,1,2,0,0,2,0
25712,WomenWhoStutter,81,153,test,test,0,1,0,0,1,2
25713,WomenWhoStutter,81,154,train,dev,0,0,3,1,0,0
25714,WomenWhoStutter,81,155,test,test,0,1,0,0,0,2
25715,WomenWhoStutter,81,156,test,test,0,0,0,0,3,3
25716,WomenWhoStutter,81,157,test,test,0,1,0,0,2,2
25717,WomenWhoStutter,81,158,test,test,2,0,0,0,3,1
25718,WomenWhoStutter,81,159,test,test,0,0,0,0,0,3
25719,WomenWhoStutter,81,160,test,test,0,0,1,0,0,2
25720,WomenWhoStutter,81,161,test,test,0,1,2,0,0,0
25721,WomenWhoStutter,81,162,test,test,1,0,0,0,0,2
25722,WomenWhoStutter,81,163,train,dev,0,1,0,2,0,0
25723,WomenWhoStutter,81,164,test,test,0,0,0,0,3,3
25724,WomenWhoStutter,81,165,test,test,0,1,1,0,0,1
25725,WomenWhoStutter,81,166,test,test,1,0,0,0,2,2
25726,WomenWhoStutter,81,167,test,test,0,0,0,0,2,3
25727,WomenWhoStutter,81,168,test,test,0,1,0,0,0,2
25728,WomenWhoStutter,81,169,test,test,0,0,0,0,1,3
25729,WomenWhoStutter,81,170,test,test,1,1,1,0,0,1
25730,WomenWhoStutter,81,171,test,test,0,1,0,0,0,2
25731,WomenWhoStutter,81,172,test,test,0,1,2,0,1,0
25732,WomenWhoStutter,81,173,test,test,1,1,0,0,1,1
25733,WomenWhoStutter,81,174,test,test,0,0,0,3,0,0
25734,WomenWhoStutter,81,175,train,dev,1,0,0,0,0,2
25735,WomenWhoStutter,81,176,test,test,1,1,1,0,3,0
25736,WomenWhoStutter,81,177,test,test,1,2,0,0,3,0
25737,WomenWhoStutter,81,178,test,test,1,0,0,0,1,2
25738,WomenWhoStutter,81,179,test,test,1,1,1,0,0,0
25739,WomenWhoStutter,81,180,test,test,1,0,0,0,2,3
25740,WomenWhoStutter,81,181,test,test,0,0,0,0,2,3
25741,WomenWhoStutter,81,182,test,test,0,2,1,0,0,0
25742,WomenWhoStutter,81,183,test,test,0,1,0,2,0,0
25743,WomenWhoStutter,81,184,test,test,0,0,0,0,0,3
25744,WomenWhoStutter,81,185,test,test,0,0,0,0,0,3
25745,WomenWhoStutter,81,186,test,test,0,0,0,0,0,3
25746,WomenWhoStutter,81,187,train,dev,0,0,0,0,1,3
25747,WomenWhoStutter,81,188,train,dev,1,1,0,0,0,1
25748,WomenWhoStutter,81,189,test,test,0,0,0,0,2,3
25749,WomenWhoStutter,82,0,test,test,0,0,0,0,0,3
25750,WomenWhoStutter,82,1,train,dev,0,0,0,0,3,3
25751,WomenWhoStutter,82,2,test,test,0,0,0,2,2,1
25752,WomenWhoStutter,82,3,test,test,0,0,0,0,0,3
25753,WomenWhoStutter,82,4,train,dev,0,0,0,3,0,0
25754,WomenWhoStutter,82,5,train,dev,0,0,0,0,3,3
25755,WomenWhoStutter,82,6,train,dev,0,0,0,3,2,0
25756,WomenWhoStutter,82,7,test,test,0,0,0,0,1,3
25757,WomenWhoStutter,82,8,test,test,0,0,0,0,0,3
25758,WomenWhoStutter,82,9,test,test,0,1,0,0,0,2
25759,WomenWhoStutter,82,10,test,test,0,0,0,0,0,3
25760,WomenWhoStutter,82,11,train,dev,0,2,1,0,0,0
25761,WomenWhoStutter,82,12,test,test,0,0,0,0,0,3
25762,WomenWhoStutter,82,13,test,test,0,0,0,0,2,3
25763,WomenWhoStutter,82,14,train,dev,0,0,0,0,0,3
25764,WomenWhoStutter,82,15,train,dev,1,1,0,0,3,2
25765,WomenWhoStutter,82,16,test,test,0,0,0,1,3,2
25766,WomenWhoStutter,82,17,test,test,0,0,0,0,1,3
25767,WomenWhoStutter,82,18,test,test,0,0,0,0,2,3
25768,WomenWhoStutter,82,19,test,test,0,1,0,0,2,2
25769,WomenWhoStutter,82,20,test,test,0,0,0,0,3,3
25770,WomenWhoStutter,82,21,test,test,1,1,0,0,3,2
25771,WomenWhoStutter,82,22,test,test,1,0,0,0,0,2
25772,WomenWhoStutter,82,23,test,test,0,0,0,0,1,3
25773,WomenWhoStutter,82,24,test,test,0,1,0,0,1,2
25774,WomenWhoStutter,82,25,test,test,0,0,0,0,3,3
25775,WomenWhoStutter,82,26,test,test,0,0,0,0,3,3
25776,WomenWhoStutter,82,27,test,test,0,0,0,0,0,3
25777,WomenWhoStutter,82,28,test,test,2,1,0,0,0,1
25778,WomenWhoStutter,82,29,test,test,0,0,0,0,0,3
25779,WomenWhoStutter,82,30,test,test,0,1,0,0,0,2
25780,WomenWhoStutter,82,31,test,test,0,1,3,1,0,0
25781,WomenWhoStutter,82,32,test,test,1,3,1,1,0,0
25782,WomenWhoStutter,82,33,test,test,2,1,0,0,0,0
25783,WomenWhoStutter,82,34,test,test,2,0,0,0,0,1
25784,WomenWhoStutter,82,35,test,test,0,1,0,0,0,2
25785,WomenWhoStutter,82,36,test,test,0,0,0,0,0,3
25786,WomenWhoStutter,82,37,test,test,1,0,0,3,3,0
25787,WomenWhoStutter,82,38,test,test,0,0,0,0,0,3
25788,WomenWhoStutter,82,39,test,test,0,0,0,0,0,3
25789,WomenWhoStutter,83,0,test,test,2,0,0,0,2,1
25790,WomenWhoStutter,83,1,test,test,0,0,1,2,3,0
25791,WomenWhoStutter,83,2,test,test,0,0,0,0,2,3
25792,WomenWhoStutter,83,3,test,test,1,0,0,0,1,2
25793,WomenWhoStutter,83,4,test,test,0,1,0,3,2,0
25794,WomenWhoStutter,83,5,test,test,0,0,0,0,3,3
25795,WomenWhoStutter,83,6,test,test,0,0,0,0,3,3
25796,WomenWhoStutter,83,7,test,test,0,1,0,0,3,2
25797,WomenWhoStutter,83,8,test,test,2,0,0,0,3,1
25798,WomenWhoStutter,83,9,train,dev,0,0,0,0,0,3
25799,WomenWhoStutter,83,10,test,test,0,0,0,3,3,1
25800,WomenWhoStutter,83,11,train,dev,0,0,0,0,2,3
25801,WomenWhoStutter,83,12,train,dev,0,0,0,0,0,3
25802,WomenWhoStutter,83,13,test,test,0,0,0,0,3,3
25803,WomenWhoStutter,83,14,test,test,0,2,0,0,3,1
25804,WomenWhoStutter,83,15,test,test,0,0,0,0,0,3
25805,WomenWhoStutter,83,16,test,test,0,0,0,0,2,3
25806,WomenWhoStutter,83,17,test,test,0,0,3,0,0,0
25807,WomenWhoStutter,83,18,train,dev,0,2,0,1,2,0
25808,WomenWhoStutter,83,19,test,test,0,0,3,0,0,0
25809,WomenWhoStutter,83,20,train,dev,0,0,0,0,3,3
25810,WomenWhoStutter,83,21,train,dev,0,1,1,3,3,0
25811,WomenWhoStutter,83,22,test,test,1,1,0,0,3,1
25812,WomenWhoStutter,83,23,test,test,1,1,0,0,0,1
25813,WomenWhoStutter,83,24,train,dev,3,1,0,0,0,0
25814,WomenWhoStutter,83,25,train,dev,2,1,0,0,3,1
25815,WomenWhoStutter,83,26,test,test,0,1,2,0,3,1
25816,WomenWhoStutter,83,27,test,test,1,1,0,0,2,1
25817,WomenWhoStutter,83,28,test,test,0,0,0,0,3,3
25818,WomenWhoStutter,83,29,test,test,0,0,0,0,1,3
25819,WomenWhoStutter,83,30,test,test,0,0,0,0,3,3
25820,WomenWhoStutter,83,31,train,dev,0,0,0,3,0,0
25821,WomenWhoStutter,83,32,train,dev,0,0,0,3,0,0
25822,WomenWhoStutter,83,33,test,test,0,2,1,0,1,1
25823,WomenWhoStutter,83,34,test,test,0,1,1,0,0,1
25824,WomenWhoStutter,83,35,test,test,1,2,1,0,0,0
25825,WomenWhoStutter,83,36,train,dev,0,0,0,0,0,3
25826,WomenWhoStutter,83,37,train,dev,0,0,0,0,0,3
25827,WomenWhoStutter,83,38,test,test,1,2,1,0,0,0
25828,WomenWhoStutter,83,39,test,test,2,1,0,0,3,0
25829,WomenWhoStutter,84,0,dev,train,0,1,0,0,1,2
25830,WomenWhoStutter,84,1,test,test,0,0,0,0,3,3
25831,WomenWhoStutter,84,2,test,test,1,1,0,0,3,2
25832,WomenWhoStutter,84,3,dev,train,0,0,0,3,1,0
25833,WomenWhoStutter,84,4,test,test,0,1,1,0,0,1
25834,WomenWhoStutter,84,5,test,test,0,1,0,0,2,2
25835,WomenWhoStutter,84,6,dev,train,0,0,0,0,2,3
25836,WomenWhoStutter,84,7,dev,train,0,0,0,0,2,3
25837,WomenWhoStutter,84,8,dev,train,1,0,0,0,0,3
25838,WomenWhoStutter,84,9,dev,train,0,3,1,0,0,0
25839,WomenWhoStutter,84,10,dev,train,1,0,0,0,0,2
25840,WomenWhoStutter,84,11,dev,train,0,0,0,0,0,3
25841,WomenWhoStutter,84,12,test,test,3,0,0,0,3,0
25842,WomenWhoStutter,84,13,dev,train,0,0,0,0,2,3
25843,WomenWhoStutter,84,14,dev,train,0,0,0,2,0,1
25844,WomenWhoStutter,84,15,dev,train,2,1,1,0,0,1
25845,WomenWhoStutter,84,16,test,test,0,1,0,0,3,2
25846,WomenWhoStutter,84,17,test,test,1,0,0,0,3,2
25847,WomenWhoStutter,84,18,test,test,0,2,0,0,3,1
25848,WomenWhoStutter,84,19,test,test,0,0,0,0,3,3
25849,WomenWhoStutter,84,20,test,test,2,0,0,0,2,1
25850,WomenWhoStutter,84,21,test,test,0,0,0,0,0,3
25851,WomenWhoStutter,84,22,test,test,3,1,0,0,0,0
25852,WomenWhoStutter,84,23,test,test,0,2,1,1,0,0
25853,WomenWhoStutter,84,24,test,test,0,1,0,0,0,2
25854,WomenWhoStutter,84,25,dev,train,0,0,0,2,0,1
25855,WomenWhoStutter,84,26,test,test,0,1,0,0,3,2
25856,WomenWhoStutter,84,27,dev,train,0,0,1,0,0,2
25857,WomenWhoStutter,84,28,dev,train,0,1,0,1,1,1
25858,WomenWhoStutter,84,29,dev,train,0,0,0,0,1,3
25859,WomenWhoStutter,84,30,dev,train,0,1,0,0,3,2
25860,WomenWhoStutter,84,31,test,test,0,1,1,0,0,1
25861,WomenWhoStutter,84,32,test,test,1,1,2,0,2,0
25862,WomenWhoStutter,84,33,test,test,1,0,0,0,2,2
25863,WomenWhoStutter,84,34,dev,train,0,1,0,0,3,2
25864,WomenWhoStutter,84,35,dev,train,0,0,0,0,0,3
25865,WomenWhoStutter,84,36,test,test,0,0,0,0,2,3
25866,WomenWhoStutter,84,37,test,test,0,1,0,0,3,3
25867,WomenWhoStutter,84,38,test,test,1,1,0,0,0,2
25868,WomenWhoStutter,84,39,test,test,3,1,0,0,0,0
25869,WomenWhoStutter,85,0,dev,train,0,0,0,0,0,3
25870,WomenWhoStutter,85,1,dev,train,1,1,0,0,3,1
25871,WomenWhoStutter,85,2,dev,train,0,0,0,0,3,3
25872,WomenWhoStutter,85,3,dev,train,0,2,0,0,0,1
25873,WomenWhoStutter,85,4,dev,train,0,1,0,1,0,2
25874,WomenWhoStutter,85,5,test,test,0,1,0,3,0,0
25875,WomenWhoStutter,85,6,test,test,0,1,0,3,1,0
25876,WomenWhoStutter,85,7,dev,train,0,0,0,0,3,3
25877,WomenWhoStutter,85,8,dev,train,0,0,0,0,0,3
25878,WomenWhoStutter,85,9,dev,train,0,0,0,3,2,0
25879,WomenWhoStutter,85,10,dev,train,0,2,1,2,2,0
25880,WomenWhoStutter,85,11,dev,train,0,2,0,0,0,1
25881,WomenWhoStutter,85,12,dev,train,1,0,0,0,3,2
25882,WomenWhoStutter,85,13,test,test,0,0,0,3,3,0
25883,WomenWhoStutter,85,14,test,test,0,3,0,0,0,0
25884,WomenWhoStutter,85,15,dev,train,0,0,0,0,3,3
25885,WomenWhoStutter,85,16,test,test,0,1,2,0,0,0
25886,WomenWhoStutter,85,17,dev,train,1,1,0,0,2,2
25887,WomenWhoStutter,85,18,test,test,0,0,0,0,0,3
25888,WomenWhoStutter,85,19,dev,train,1,1,0,1,0,1
25889,WomenWhoStutter,85,20,dev,train,2,0,0,0,0,1
25890,WomenWhoStutter,85,21,dev,train,1,0,0,3,1,0
25891,WomenWhoStutter,85,22,dev,train,1,0,0,0,3,3
25892,WomenWhoStutter,85,23,test,test,0,0,0,0,0,3
25893,WomenWhoStutter,85,24,test,test,0,0,0,0,0,3
25894,WomenWhoStutter,85,25,dev,train,0,1,0,0,3,2
25895,WomenWhoStutter,85,26,test,test,2,1,0,0,0,1
25896,WomenWhoStutter,85,27,dev,train,0,0,0,0,2,3
25897,WomenWhoStutter,85,28,dev,train,1,0,0,1,3,1
25898,WomenWhoStutter,85,29,dev,train,0,2,0,1,1,0
25899,WomenWhoStutter,85,30,dev,train,1,3,0,0,0,0
25900,WomenWhoStutter,85,31,dev,train,0,1,0,0,0,2
25901,WomenWhoStutter,85,32,dev,train,0,3,0,0,0,0
25902,WomenWhoStutter,85,33,dev,train,0,2,0,0,3,1
25903,WomenWhoStutter,85,34,dev,train,0,0,0,0,3,3
25904,WomenWhoStutter,85,35,dev,train,1,0,0,0,0,3
25905,WomenWhoStutter,85,36,test,test,2,1,0,0,1,1
25906,WomenWhoStutter,85,37,dev,train,2,0,0,0,3,1
25907,WomenWhoStutter,85,38,dev,train,0,0,0,3,0,0
25908,WomenWhoStutter,85,39,dev,train,0,0,0,0,0,3
25909,WomenWhoStutter,86,0,test,test,0,0,0,0,0,3
25910,WomenWhoStutter,86,1,train,dev,1,1,0,0,3,1
25911,WomenWhoStutter,86,2,test,test,0,0,0,0,0,3
25912,WomenWhoStutter,86,3,test,test,0,0,3,1,2,0
25913,WomenWhoStutter,86,4,test,test,0,1,0,3,1,0
25914,WomenWhoStutter,86,5,test,test,1,1,0,0,0,1
25915,WomenWhoStutter,86,6,test,test,2,0,1,2,0,0
25916,WomenWhoStutter,86,7,test,test,0,1,1,3,0,0
25917,WomenWhoStutter,86,8,train,dev,0,1,0,0,3,2
25918,WomenWhoStutter,86,9,train,dev,0,2,0,0,2,1
25919,WomenWhoStutter,86,10,test,test,0,0,0,2,1,1
25920,WomenWhoStutter,86,11,test,test,1,1,1,2,0,0
25921,WomenWhoStutter,86,12,test,test,0,1,2,2,1,0
25922,WomenWhoStutter,86,13,test,test,1,2,1,0,2,0
25923,WomenWhoStutter,86,14,train,dev,0,2,0,0,3,1
25924,WomenWhoStutter,86,15,train,dev,1,0,0,0,2,2
25925,WomenWhoStutter,86,16,train,dev,0,3,0,0,1,0
25926,WomenWhoStutter,86,17,train,dev,0,0,0,3,3,0
25927,WomenWhoStutter,86,18,test,test,1,0,0,0,0,2
25928,WomenWhoStutter,86,19,train,dev,0,0,0,0,0,3
25929,WomenWhoStutter,86,20,test,test,0,1,0,0,1,2
25930,WomenWhoStutter,86,21,test,test,2,0,0,3,1,0
25931,WomenWhoStutter,86,22,train,dev,2,1,0,0,3,0
25932,WomenWhoStutter,86,23,test,test,0,3,0,1,0,0
25933,WomenWhoStutter,86,24,test,test,0,1,0,3,1,0
25934,WomenWhoStutter,86,25,train,dev,0,1,0,0,0,2
25935,WomenWhoStutter,86,26,train,dev,1,1,0,0,2,1
25936,WomenWhoStutter,86,27,test,test,1,0,0,0,0,2
25937,WomenWhoStutter,86,28,test,test,0,1,0,0,0,2
25938,WomenWhoStutter,86,29,train,dev,0,0,0,0,0,3
25939,WomenWhoStutter,86,30,train,dev,1,0,0,0,1,2
25940,WomenWhoStutter,86,31,test,test,1,0,0,0,0,2
25941,WomenWhoStutter,86,32,test,test,0,1,0,3,0,0
25942,WomenWhoStutter,86,33,train,dev,0,1,1,2,1,0
25943,WomenWhoStutter,86,34,train,dev,0,1,0,0,0,2
25944,WomenWhoStutter,86,35,test,test,0,0,0,0,0,3
25945,WomenWhoStutter,86,36,test,test,0,1,0,2,0,0
25946,WomenWhoStutter,86,37,test,test,0,0,0,3,0,1
25947,WomenWhoStutter,86,38,test,test,1,0,0,0,0,2
25948,WomenWhoStutter,86,39,test,test,0,1,2,0,1,0
25949,WomenWhoStutter,86,40,test,test,0,0,0,0,3,3
25950,WomenWhoStutter,86,41,test,test,0,3,0,0,2,0
25951,WomenWhoStutter,86,42,test,test,0,0,0,0,3,3
25952,WomenWhoStutter,86,43,test,test,0,0,0,0,0,3
25953,WomenWhoStutter,86,44,test,test,0,0,0,0,0,3
25954,WomenWhoStutter,86,45,train,dev,0,2,1,0,0,0
25955,WomenWhoStutter,86,46,train,dev,0,0,0,0,0,3
25956,WomenWhoStutter,86,47,train,dev,0,1,1,0,1,1
25957,WomenWhoStutter,86,48,test,test,0,0,0,0,0,3
25958,WomenWhoStutter,86,49,test,test,0,0,0,0,0,3
25959,WomenWhoStutter,86,50,test,test,0,1,0,0,0,2
25960,WomenWhoStutter,86,51,test,test,0,2,0,0,0,1
25961,WomenWhoStutter,86,52,train,dev,0,0,0,3,0,0
25962,WomenWhoStutter,86,53,train,dev,0,0,0,0,3,3
25963,WomenWhoStutter,86,54,train,dev,1,0,0,1,2,2
25964,WomenWhoStutter,86,55,train,dev,0,0,0,3,0,0
25965,WomenWhoStutter,86,56,train,dev,0,0,0,0,0,3
25966,WomenWhoStutter,86,57,test,test,0,0,2,1,2,0
25967,WomenWhoStutter,86,58,test,test,0,0,0,1,2,2
25968,WomenWhoStutter,86,59,test,test,2,0,0,0,2,1
25969,WomenWhoStutter,86,60,test,test,1,0,0,0,3,2
25970,WomenWhoStutter,86,61,test,test,1,0,0,0,2,2
25971,WomenWhoStutter,86,62,test,test,1,1,0,0,3,1
25972,WomenWhoStutter,86,63,test,test,0,1,1,1,0,0
25973,WomenWhoStutter,86,64,test,test,0,1,2,0,0,0
25974,WomenWhoStutter,86,65,test,test,0,0,0,0,0,3
25975,WomenWhoStutter,86,66,test,test,1,1,0,0,0,1
25976,WomenWhoStutter,86,67,test,test,1,1,0,0,0,1
25977,WomenWhoStutter,86,68,test,test,0,1,0,0,0,2
25978,WomenWhoStutter,86,69,test,test,0,1,0,3,2,0
25979,WomenWhoStutter,86,70,test,test,0,1,0,0,3,2
25980,WomenWhoStutter,86,71,train,dev,0,0,0,3,0,0
25981,WomenWhoStutter,86,72,test,test,0,3,0,0,3,0
