Show,EpId,ClipId,Start,Stop,is_probably_host,speaker,clip_silhouette_score,SEP12k,SEP28k-E,SEP28k-T,SEP28k-D,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,target_label,vote_count,EpId_clean,ClipId_clean,audio_path
WomenWhoStutter,99,39,3617920,3665920,True,Pamela Mertz,0.3656891584396362,,train,test,test,0,0,2,2,1,1,1,0,0,0,0,0,Prolongation,2.0,99,39,../SEP-28k_CLIP/WomenWhoStutter/99/WomenWhoStutter_99_39.wav
StutteringIsCool,80,77,6445920,6493920,False,StutteringIsCool_80_0,0.2991715967655182,train,test,train,dev,0,0,1,0,0,0,0,3,2,1,0,0,Interjection,3.0,80,77,../SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_77.wav
WomenWhoStutter,90,32,39656000,39704000,False,WomenWhoStutter_90_1,0.2517833411693573,train,test,train,dev,1,0,0,1,2,0,0,0,0,0,0,0,SoundRep,2.0,90,32,../SEP-28k_CLIP/WomenWhoStutter/90/WomenWhoStutter_90_32.wav
StrongVoices,23,246,23104480,23152480,False,StrongVoices_23_2,0.3801588416099548,train,test,train,dev,0,0,2,1,0,0,0,0,1,1,0,0,Prolongation,2.0,23,246,../SEP-28k_CLIP/StrongVoices/23/StrongVoices_23_246.wav
HeStutters,15,53,7377280,7425280,True,Pamela Mertz,0.5467818379402161,,train,test,test,0,0,1,2,2,2,1,1,0,0,0,0,Block,2.0,15,53,../SEP-28k_CLIP/HeStutters/15/HeStutters_15_53.wav
StutteringIsCool,48,22,13973440,14021440,True,Daniele Rossi,,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,48,22,../SEP-28k_CLIP/StutteringIsCool/48/StutteringIsCool_48_22.wav
HeStutters,21,31,46754080,46802080,False,HeStutters_21_0,0.4264609813690185,train,dev,dev,train,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,21,31,../SEP-28k_CLIP/HeStutters/21/HeStutters_21_31.wav
StutterTalk,48,16,26747840,26795840,False,StutterTalk_48_1,0.7520277500152588,train,test,train,dev,0,0,0,0,2,3,0,1,0,0,0,0,SoundRep,2.0,48,16,../SEP-28k_CLIP/StutterTalk/48/StutterTalk_48_16.wav
StutterTalk,25,158,42680480,42728480,True,Peter Reitzes,0.5743226408958435,,train,test,test,0,0,0,0,0,3,0,1,0,0,0,0,WordRep,3.0,25,158,../SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_158.wav
WomenWhoStutter,87,21,5004480,5052480,True,Pamela Mertz,0.2049977332353592,,train,test,test,0,0,0,1,0,3,0,2,0,1,0,0,WordRep,3.0,87,21,../SEP-28k_CLIP/WomenWhoStutter/87/WomenWhoStutter_87_21.wav
WomenWhoStutter,42,57,34839520,34887520,True,Pamela Mertz,0.567995011806488,,train,test,test,0,0,1,1,0,3,1,0,0,0,0,0,WordRep,3.0,42,57,../SEP-28k_CLIP/WomenWhoStutter/42/WomenWhoStutter_42_57.wav
StutterTalk,35,35,37644320,37692320,True,Peter Reitzes,0.4779812395572662,,train,test,test,0,0,0,0,3,0,0,0,0,0,0,0,SoundRep,3.0,35,35,../SEP-28k_CLIP/StutterTalk/35/StutterTalk_35_35.wav
HeStutters,16,13,43522560,43570560,False,HeStutters_16_1,0.6827775239944458,train,test,train,dev,0,0,1,0,0,3,0,0,0,1,0,0,WordRep,3.0,16,13,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_13.wav
StutteringIsCool,42,38,3400320,3448320,True,Daniele Rossi,0.6958996057510376,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,42,38,../SEP-28k_CLIP/StutteringIsCool/42/StutteringIsCool_42_38.wav
HeStutters,5,55,11923520,11971520,True,Pamela Mertz,0.283808559179306,,train,test,test,0,0,1,2,1,1,0,0,0,0,0,0,Block,2.0,5,55,../SEP-28k_CLIP/HeStutters/5/HeStutters_5_55.wav
WomenWhoStutter,88,109,21556000,21604000,True,Pamela Mertz,0.3700506389141083,,train,test,test,0,0,1,0,0,3,0,3,0,0,0,0,WordRep,3.0,88,109,../SEP-28k_CLIP/WomenWhoStutter/88/WomenWhoStutter_88_109.wav
StutterTalk,50,12,13134080,13182080,False,StutterTalk_50_1,0.490189790725708,train,dev,dev,train,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,50,12,../SEP-28k_CLIP/StutterTalk/50/StutterTalk_50_12.wav
StutteringIsCool,59,27,41717280,41765280,True,Daniele Rossi,0.2969949245452881,,train,test,test,0,2,2,0,0,0,0,2,2,0,0,0,Prolongation,2.0,59,27,../SEP-28k_CLIP/StutteringIsCool/59/StutteringIsCool_59_27.wav
StutterTalk,6,91,22710080,22758080,False,StutterTalk_6_0,0.3277195990085602,train,dev,dev,train,0,0,1,1,3,0,0,1,0,0,0,0,SoundRep,3.0,6,91,../SEP-28k_CLIP/StutterTalk/6/StutterTalk_6_91.wav
IStutterSoWhat,3,68,7760480,7808480,True,Evan Sherman,0.5544863939285278,train,dev,dev,train,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,3,68,../SEP-28k_CLIP/IStutterSoWhat/3/IStutterSoWhat_3_68.wav
WomenWhoStutter,5,0,44285920,44333920,True,Pamela Mertz,0.5024608373641968,,train,test,test,0,0,0,0,3,1,0,0,0,0,0,0,SoundRep,3.0,5,0,../SEP-28k_CLIP/WomenWhoStutter/5/WomenWhoStutter_5_0.wav
WomenWhoStutter,32,39,4590400,4638400,True,Pamela Mertz,0.1841949820518493,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,32,39,../SEP-28k_CLIP/WomenWhoStutter/32/WomenWhoStutter_32_39.wav
WomenWhoStutter,56,154,27192800,27240800,True,Pamela Mertz,0.5967243909835815,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,56,154,../SEP-28k_CLIP/WomenWhoStutter/56/WomenWhoStutter_56_154.wav
StrongVoices,6,162,20412160,20460160,False,StrongVoices_6_0,0.4050029218196869,train,dev,dev,train,0,0,2,0,0,0,0,0,1,2,0,0,Prolongation,2.0,6,162,../SEP-28k_CLIP/StrongVoices/6/StrongVoices_6_162.wav
WomenWhoStutter,75,30,31610080,31658080,True,Pamela Mertz,0.4925408363342285,,train,test,test,0,0,0,2,0,0,0,2,1,1,0,0,Block,2.0,75,30,../SEP-28k_CLIP/WomenWhoStutter/75/WomenWhoStutter_75_30.wav
StutteringIsCool,80,129,13990560,14038560,True,Daniele Rossi,0.5173678994178772,,train,test,test,0,0,0,2,0,0,2,0,1,0,0,0,Block,2.0,80,129,../SEP-28k_CLIP/StutteringIsCool/80/StutteringIsCool_80_129.wav
StrongVoices,10,165,24634880,24682880,False,StrongVoices_10_0,0.6852782964706421,train,test,train,dev,0,0,3,0,0,0,1,0,1,3,0,0,Prolongation,3.0,10,165,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_165.wav
StutterTalk,37,137,10797600,10845600,True,Christopher Constantino,0.3732570111751556,train,dev,dev,train,0,0,0,1,2,1,0,1,0,0,0,0,SoundRep,2.0,37,137,../SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_137.wav
WomenWhoStutter,95,33,48727520,48775520,True,Pamela Mertz,0.0613776519894599,,train,test,test,0,0,2,2,1,0,1,0,0,0,0,0,Prolongation,2.0,95,33,../SEP-28k_CLIP/WomenWhoStutter/95/WomenWhoStutter_95_33.wav
StutteringIsCool,41,15,7127520,7175520,True,Daniele Rossi,,,train,test,test,0,0,2,1,0,0,0,0,0,1,0,0,Prolongation,2.0,41,15,../SEP-28k_CLIP/StutteringIsCool/41/StutteringIsCool_41_15.wav
WomenWhoStutter,39,72,39648800,39696800,False,WomenWhoStutter_39_0,0.6845282912254333,train,dev,dev,train,0,0,2,2,1,1,0,0,0,0,0,0,Prolongation,2.0,39,72,../SEP-28k_CLIP/WomenWhoStutter/39/WomenWhoStutter_39_72.wav
WomenWhoStutter,56,93,18190080,18238080,True,Pamela Mertz,0.5127269625663757,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,56,93,../SEP-28k_CLIP/WomenWhoStutter/56/WomenWhoStutter_56_93.wav
StutterTalk,65,16,9472800,9520800,True,Chaya Goldstein,0.4441877901554107,train,dev,dev,train,0,0,0,1,2,1,0,0,0,0,0,0,SoundRep,2.0,65,16,../SEP-28k_CLIP/StutterTalk/65/StutterTalk_65_16.wav
MyStutteringLife,17,30,34433120,34481120,False,MyStutteringLife_17_1,0.546978771686554,train,dev,dev,train,0,0,0,0,3,0,0,1,0,0,0,0,SoundRep,3.0,17,30,../SEP-28k_CLIP/MyStutteringLife/17/MyStutteringLife_17_30.wav
WomenWhoStutter,66,5,38110720,38158720,True,Pamela Mertz,0.2399860769510269,,train,test,test,0,0,1,2,1,1,0,0,0,0,0,0,Block,2.0,66,5,../SEP-28k_CLIP/WomenWhoStutter/66/WomenWhoStutter_66_5.wav
WomenWhoStutter,10,36,4371200,4419200,True,Pamela Mertz,0.5876932740211487,,train,test,test,0,0,1,1,2,0,0,0,0,0,0,0,SoundRep,2.0,10,36,../SEP-28k_CLIP/WomenWhoStutter/10/WomenWhoStutter_10_36.wav
WomenWhoStutter,14,1,28160160,28208160,True,Pamela Mertz,0.3800974786281585,,train,test,test,0,0,2,1,0,0,0,2,0,1,0,0,Prolongation,2.0,14,1,../SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_1.wav
WomenWhoStutter,32,8,6615840,6663840,False,WomenWhoStutter_32_1,0.1141780987381935,train,dev,dev,train,0,0,0,1,0,3,0,2,0,0,0,0,WordRep,3.0,32,8,../SEP-28k_CLIP/WomenWhoStutter/32/WomenWhoStutter_32_8.wav
StutterTalk,25,53,17008640,17056640,False,StutterTalk_25_0,0.7696323394775391,train,test,train,dev,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,25,53,../SEP-28k_CLIP/StutterTalk/25/StutterTalk_25_53.wav
StrongVoices,13,32,36841440,36889440,False,StrongVoices_13_2,0.6238311529159546,train,test,train,dev,0,0,3,1,0,0,0,0,0,0,0,0,Prolongation,3.0,13,32,../SEP-28k_CLIP/StrongVoices/13/StrongVoices_13_32.wav
WomenWhoStutter,2,74,13147360,13195360,False,WomenWhoStutter_2_0,0.3343395292758941,train,test,train,dev,0,0,2,0,0,0,0,0,1,1,0,0,Prolongation,2.0,2,74,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_74.wav
HVSA,3,119,32655680,32703680,False,HVSA_3_1,0.4464404284954071,train,dev,dev,train,0,0,2,0,0,0,0,0,1,1,0,0,Prolongation,2.0,3,119,../SEP-28k_CLIP/HVSA/3/HVSA_3_119.wav
WomenWhoStutter,28,33,2986240,3034240,True,Pamela Mertz,0.477717787027359,,train,test,test,0,0,2,0,0,0,0,3,1,0,0,0,Prolongation,2.0,28,33,../SEP-28k_CLIP/WomenWhoStutter/28/WomenWhoStutter_28_33.wav
IStutterSoWhat,1,59,5431040,5479040,True,Evan Sherman,,train,dev,dev,train,0,0,1,2,0,0,0,0,1,0,0,0,Block,2.0,1,59,../SEP-28k_CLIP/IStutterSoWhat/1/IStutterSoWhat_1_59.wav
HeStutters,23,188,33924800,33972800,False,HeStutters_23_1,0.4992178976535797,train,dev,dev,train,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,23,188,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_188.wav
StutterTalk,24,39,88273760,88321760,True,Peter Reitzes,0.4291781485080719,,train,test,test,0,0,0,3,0,0,0,2,1,1,0,0,Block,3.0,24,39,../SEP-28k_CLIP/StutterTalk/24/StutterTalk_24_39.wav
StutterTalk,11,33,29308320,29356320,False,StutterTalk_11_1,0.6264976859092712,train,dev,dev,train,0,0,0,0,1,2,1,0,1,0,0,0,WordRep,2.0,11,33,../SEP-28k_CLIP/StutterTalk/11/StutterTalk_11_33.wav
StutteringIsCool,1,30,40366080,40414080,,,,,test,train,dev,0,1,2,0,1,0,1,0,1,0,0,0,Prolongation,2.0,1,30,../SEP-28k_CLIP/StutteringIsCool/1/StutteringIsCool_1_30.wav
WomenWhoStutter,13,0,1328960,1376960,True,Pamela Mertz,0.4002319276332855,,train,test,test,0,0,3,0,0,0,0,1,0,0,0,0,Prolongation,3.0,13,0,../SEP-28k_CLIP/WomenWhoStutter/13/WomenWhoStutter_13_0.wav
MyStutteringLife,32,41,1796960,1844960,True,Pedro Peña,,,train,test,test,0,0,1,1,1,2,0,2,0,0,0,0,WordRep,2.0,32,41,../SEP-28k_CLIP/MyStutteringLife/32/MyStutteringLife_32_41.wav
WomenWhoStutter,99,78,7596800,7644800,True,Pamela Mertz,0.5779274702072144,,train,test,test,0,0,2,1,2,1,1,0,0,0,0,0,Prolongation,2.0,99,78,../SEP-28k_CLIP/WomenWhoStutter/99/WomenWhoStutter_99_78.wav
StutterTalk,20,28,29607840,29655840,True,Peter Reitzes,0.6105111241340637,,train,test,test,0,0,2,0,0,0,0,0,1,1,0,0,Prolongation,2.0,20,28,../SEP-28k_CLIP/StutterTalk/20/StutterTalk_20_28.wav
WomenWhoStutter,91,30,30485440,30533440,True,Pamela Mertz,0.4637706577777862,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,91,30,../SEP-28k_CLIP/WomenWhoStutter/91/WomenWhoStutter_91_30.wav
StutterTalk,72,184,22779040,22827040,True,Reuben Schuff,0.5985525250434875,train,test,train,dev,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,3.0,72,184,../SEP-28k_CLIP/StutterTalk/72/StutterTalk_72_184.wav
IStutterSoWhat,2,143,11336320,11384320,True,Evan Sherman,0.6536176800727844,train,dev,dev,train,0,0,2,0,2,0,0,2,0,0,0,0,Prolongation,2.0,2,143,../SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_143.wav
StrongVoices,10,55,5699360,5747360,False,StrongVoices_10_0,0.6065611243247986,train,test,train,dev,0,0,2,0,0,0,1,0,1,1,0,0,Prolongation,2.0,10,55,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_55.wav
HeStutters,16,175,33297120,33345120,True,Pamela Mertz,0.4051400125026703,,train,test,test,0,0,0,0,3,0,1,0,0,0,0,0,SoundRep,3.0,16,175,../SEP-28k_CLIP/HeStutters/16/HeStutters_16_175.wav
StutterTalk,63,119,30896800,30944800,True,Chaya Goldstein,0.4915280044078827,train,dev,dev,train,0,0,0,2,0,0,0,2,1,1,0,0,Block,2.0,63,119,../SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_119.wav
WomenWhoStutter,88,47,6899200,6947200,False,WomenWhoStutter_88_1,0.39545339345932,train,dev,dev,train,0,0,1,3,0,0,0,1,0,0,0,0,Block,3.0,88,47,../SEP-28k_CLIP/WomenWhoStutter/88/WomenWhoStutter_88_47.wav
WomenWhoStutter,2,64,10986080,11034080,True,Pamela Mertz,0.5912103056907654,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,2,64,../SEP-28k_CLIP/WomenWhoStutter/2/WomenWhoStutter_2_64.wav
WomenWhoStutter,64,15,17337440,17385440,True,Pamela Mertz,0.5328160524368286,,train,test,test,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,64,15,../SEP-28k_CLIP/WomenWhoStutter/64/WomenWhoStutter_64_15.wav
StutteringIsCool,52,20,16787520,16835520,True,Daniele Rossi,0.4024704992771148,,train,test,test,0,0,0,1,0,3,0,2,0,2,0,0,WordRep,3.0,52,20,../SEP-28k_CLIP/StutteringIsCool/52/StutteringIsCool_52_20.wav
StrongVoices,26,16,15632960,15680960,False,StrongVoices_26_1,0.524332582950592,train,dev,dev,train,0,0,0,2,0,0,0,0,1,0,0,0,Block,2.0,26,16,../SEP-28k_CLIP/StrongVoices/26/StrongVoices_26_16.wav
StutterTalk,72,116,16067840,16115840,False,StutterTalk_72_1,0.5463347434997559,train,dev,dev,train,0,0,1,2,1,0,1,0,0,0,0,0,Block,2.0,72,116,../SEP-28k_CLIP/StutterTalk/72/StutterTalk_72_116.wav
MyStutteringLife,35,158,33286560,33334560,True,Pedro Peña,,,train,test,test,0,0,2,1,0,0,0,0,1,1,0,0,Prolongation,2.0,35,158,../SEP-28k_CLIP/MyStutteringLife/35/MyStutteringLife_35_158.wav
StutteringIsCool,82,154,11495520,11543520,True,Daniele Rossi,0.4560432136058807,,train,test,test,0,0,0,0,0,3,0,0,0,0,0,0,WordRep,3.0,82,154,../SEP-28k_CLIP/StutteringIsCool/82/StutteringIsCool_82_154.wav
WomenWhoStutter,0,36,30559680,30607680,False,WomenWhoStutter_0_0,0.4156909584999084,train,dev,dev,train,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,0,36,../SEP-28k_CLIP/WomenWhoStutter/0/WomenWhoStutter_0_36.wav
WomenWhoStutter,21,2,32893600,32941600,True,Pamela Mertz,0.3973187208175659,,train,test,test,0,0,0,2,0,0,1,1,1,1,0,0,Block,2.0,21,2,../SEP-28k_CLIP/WomenWhoStutter/21/WomenWhoStutter_21_2.wav
StutterTalk,36,9,13550400,13598400,True,Peter Reitzes,0.0975691229104995,,train,test,test,0,0,0,0,0,3,1,0,0,0,0,0,WordRep,3.0,36,9,../SEP-28k_CLIP/StutterTalk/36/StutterTalk_36_9.wav
HeStutters,2,98,10316480,10364480,True,Pamela Mertz,0.3303993940353393,,train,test,test,0,1,1,1,1,0,1,3,0,0,0,0,Interjection,3.0,2,98,../SEP-28k_CLIP/HeStutters/2/HeStutters_2_98.wav
WomenWhoStutter,1,97,20280800,20328800,True,Pamela Mertz,0.5139365196228027,,train,test,test,0,0,0,1,0,0,0,3,2,1,0,0,Interjection,3.0,1,97,../SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_97.wav
WomenWhoStutter,87,62,11393760,11441760,True,Pamela Mertz,0.2772011756896972,,train,test,test,0,0,2,0,0,0,0,3,1,0,0,0,Prolongation,2.0,87,62,../SEP-28k_CLIP/WomenWhoStutter/87/WomenWhoStutter_87_62.wav
WomenWhoStutter,44,26,20522400,20570400,True,Pamela Mertz,0.5050864815711975,,train,test,test,0,0,0,0,0,0,0,3,3,1,0,0,Interjection,3.0,44,26,../SEP-28k_CLIP/WomenWhoStutter/44/WomenWhoStutter_44_26.wav
StutterTalk,26,135,56124640,56172640,True,Peter Reitzes,0.5828033089637756,,train,test,test,0,0,0,0,2,0,0,0,1,0,0,0,SoundRep,2.0,26,135,../SEP-28k_CLIP/StutterTalk/26/StutterTalk_26_135.wav
MyStutteringLife,39,6,69523520,69571520,False,MyStutteringLife_39_1,0.5978962779045105,train,test,train,dev,0,0,1,0,0,1,0,3,1,0,0,0,Interjection,3.0,39,6,../SEP-28k_CLIP/MyStutteringLife/39/MyStutteringLife_39_6.wav
StutterTalk,63,163,38142080,38190080,False,StutterTalk_63_1,0.5800815224647522,train,test,train,dev,0,0,0,0,0,3,0,2,0,0,0,0,WordRep,3.0,63,163,../SEP-28k_CLIP/StutterTalk/63/StutterTalk_63_163.wav
StutterTalk,17,4,9531040,9579040,False,StutterTalk_17_1,0.0363005697727203,train,dev,dev,train,0,0,0,0,0,3,0,2,0,1,2,0,WordRep,3.0,17,4,../SEP-28k_CLIP/StutterTalk/17/StutterTalk_17_4.wav
StutteringIsCool,37,22,12128480,12176480,True,Daniele Rossi,-0.0546787790954113,,train,test,test,1,0,0,3,2,0,1,0,0,0,0,1,Block,3.0,37,22,../SEP-28k_CLIP/StutteringIsCool/37/StutteringIsCool_37_22.wav
StutteringIsCool,12,10,7762400,7810400,True,Daniele Rossi,0.1307316422462463,,train,test,test,0,0,1,2,0,0,2,0,0,0,0,0,Block,2.0,12,10,../SEP-28k_CLIP/StutteringIsCool/12/StutteringIsCool_12_10.wav
StrongVoices,10,67,1178080,1226080,False,StrongVoices_10_1,0.6958853602409363,train,dev,dev,train,0,0,3,2,1,0,0,0,0,0,0,0,Prolongation,3.0,10,67,../SEP-28k_CLIP/StrongVoices/10/StrongVoices_10_67.wav
WomenWhoStutter,14,178,24290720,24338720,True,Pamela Mertz,0.4959125220775604,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,14,178,../SEP-28k_CLIP/WomenWhoStutter/14/WomenWhoStutter_14_178.wav
HeStutters,1,172,16672480,16720480,True,Pamela Mertz,0.2639625072479248,,train,test,test,0,0,0,0,1,2,0,2,0,0,0,0,WordRep,2.0,1,172,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_172.wav
IStutterSoWhat,2,82,5570080,5618080,True,Evan Sherman,0.704761266708374,train,dev,dev,train,0,0,1,2,0,0,0,1,1,0,0,0,Block,2.0,2,82,../SEP-28k_CLIP/IStutterSoWhat/2/IStutterSoWhat_2_82.wav
StutterTalk,64,38,3572640,3620640,True,Reuben Schuff,0.5188328623771667,train,test,train,dev,0,0,0,2,0,0,0,0,1,1,0,0,Block,2.0,64,38,../SEP-28k_CLIP/StutterTalk/64/StutterTalk_64_38.wav
WomenWhoStutter,72,27,4519200,4567200,False,WomenWhoStutter_72_0,0.582954466342926,train,dev,dev,train,0,0,0,0,0,3,0,3,0,0,0,0,WordRep,3.0,72,27,../SEP-28k_CLIP/WomenWhoStutter/72/WomenWhoStutter_72_27.wav
WomenWhoStutter,16,9,10543360,10591360,True,Pamela Mertz,0.3929586708545685,,train,test,test,0,0,0,0,0,0,0,3,3,0,0,0,Interjection,3.0,16,9,../SEP-28k_CLIP/WomenWhoStutter/16/WomenWhoStutter_16_9.wav
HeStutters,22,185,39720480,39768480,False,HeStutters_22_1,0.7802950143814087,train,dev,dev,train,0,0,0,0,2,0,0,1,2,0,0,0,SoundRep,2.0,22,185,../SEP-28k_CLIP/HeStutters/22/HeStutters_22_185.wav
StutteringIsCool,75,37,34495680,34543680,True,Daniele Rossi,0.0082162385806441,,train,test,test,0,0,1,1,3,0,0,3,0,0,0,0,SoundRep,3.0,75,37,../SEP-28k_CLIP/StutteringIsCool/75/StutteringIsCool_75_37.wav
WomenWhoStutter,18,26,22811360,22859360,False,WomenWhoStutter_18_0,0.5597806572914124,train,dev,dev,train,0,0,0,1,0,0,0,3,2,0,0,0,Interjection,3.0,18,26,../SEP-28k_CLIP/WomenWhoStutter/18/WomenWhoStutter_18_26.wav
IStutterSoWhat,0,4,23223360,23271360,True,Evan Sherman,0.2478937953710556,train,dev,dev,train,0,0,0,0,0,3,0,0,0,1,0,0,WordRep,3.0,0,4,../SEP-28k_CLIP/IStutterSoWhat/0/IStutterSoWhat_0_4.wav
MyStutteringLife,4,10,15605920,15653920,False,MyStutteringLife_4_0,0.3449762165546417,train,dev,dev,train,0,0,0,1,0,3,0,0,0,0,0,0,WordRep,3.0,4,10,../SEP-28k_CLIP/MyStutteringLife/4/MyStutteringLife_4_10.wav
WomenWhoStutter,6,33,32680480,32728480,False,WomenWhoStutter_6_1,0.0588523000478744,train,dev,dev,train,0,0,1,3,0,0,0,3,0,1,0,0,Block,3.0,6,33,../SEP-28k_CLIP/WomenWhoStutter/6/WomenWhoStutter_6_33.wav
WomenWhoStutter,101,124,20866400,20914400,True,Pamela Mertz,0.56202632188797,,train,test,test,0,0,0,0,2,0,0,1,1,0,0,0,SoundRep,2.0,101,124,../SEP-28k_CLIP/WomenWhoStutter/101/WomenWhoStutter_101_124.wav
HVSA,3,125,34010080,34058080,True,TJ Travor,0.5082789063453674,train,test,train,dev,0,0,0,1,0,0,1,3,2,2,0,0,Interjection,3.0,3,125,../SEP-28k_CLIP/HVSA/3/HVSA_3_125.wav
WomenWhoStutter,38,38,30998720,31046720,True,Pamela Mertz,0.3704111278057098,,train,test,test,0,0,0,3,0,0,0,0,0,0,0,0,Block,3.0,38,38,../SEP-28k_CLIP/WomenWhoStutter/38/WomenWhoStutter_38_38.wav
HeStutters,4,19,23604800,23652800,False,HeStutters_4_1,0.6546413898468018,train,dev,dev,train,0,0,3,2,0,0,0,0,0,0,0,0,Prolongation,3.0,4,19,../SEP-28k_CLIP/HeStutters/4/HeStutters_4_19.wav
WomenWhoStutter,4,18,3419520,3467520,True,Pamela Mertz,0.3944053649902344,,train,test,test,0,0,1,3,0,0,0,3,0,1,0,0,Block,3.0,4,18,../SEP-28k_CLIP/WomenWhoStutter/4/WomenWhoStutter_4_18.wav
StutterTalk,37,22,18686560,18734560,False,StutterTalk_37_1,0.535345196723938,train,test,train,dev,0,0,1,0,3,0,0,0,0,0,0,0,SoundRep,3.0,37,22,../SEP-28k_CLIP/StutterTalk/37/StutterTalk_37_22.wav
HeStutters,23,87,16803520,16851520,True,Pamela Mertz,0.334588885307312,,train,test,test,0,0,0,2,1,0,1,0,1,0,0,0,Block,2.0,23,87,../SEP-28k_CLIP/HeStutters/23/HeStutters_23_87.wav
WomenWhoStutter,10,16,34760160,34808160,True,Pamela Mertz,0.2247222661972046,,train,test,test,1,0,0,2,0,0,1,0,0,0,0,0,Block,2.0,10,16,../SEP-28k_CLIP/WomenWhoStutter/10/WomenWhoStutter_10_16.wav
WomenWhoStutter,51,26,16381920,16429920,True,Pamela Mertz,0.4716804027557373,,train,test,test,0,1,0,0,2,0,0,1,1,0,0,0,SoundRep,2.0,51,26,../SEP-28k_CLIP/WomenWhoStutter/51/WomenWhoStutter_51_26.wav
MyStutteringLife,5,18,9789920,9837920,False,MyStutteringLife_5_0,0.4588908851146698,train,test,train,dev,0,0,0,1,3,0,0,0,0,0,0,0,SoundRep,3.0,5,18,../SEP-28k_CLIP/MyStutteringLife/5/MyStutteringLife_5_18.wav
HVSA,0,53,2839200,2887200,True,TJ Travor,,train,test,train,dev,0,0,3,0,0,0,0,0,0,1,0,0,Prolongation,3.0,0,53,../SEP-28k_CLIP/HVSA/0/HVSA_0_53.wav
WomenWhoStutter,103,145,36751200,36799200,True,Pamela Mertz,0.604162871837616,,train,test,test,0,0,0,0,0,2,1,0,1,0,0,0,WordRep,2.0,103,145,../SEP-28k_CLIP/WomenWhoStutter/103/WomenWhoStutter_103_145.wav
WomenWhoStutter,1,23,6186400,6234400,True,Pamela Mertz,0.5078667402267456,,train,test,test,0,0,0,0,0,3,0,3,0,0,0,0,WordRep,3.0,1,23,../SEP-28k_CLIP/WomenWhoStutter/1/WomenWhoStutter_1_23.wav
WomenWhoStutter,75,37,35444320,35492320,False,WomenWhoStutter_75_0,0.7490097284317017,train,dev,dev,train,0,0,0,2,2,0,0,1,0,0,0,0,Block,2.0,75,37,../SEP-28k_CLIP/WomenWhoStutter/75/WomenWhoStutter_75_37.wav
MyStutteringLife,32,85,4125760,4173760,True,Pedro Peña,,,train,test,test,0,0,0,1,2,0,0,1,0,0,0,0,SoundRep,2.0,32,85,../SEP-28k_CLIP/MyStutteringLife/32/MyStutteringLife_32_85.wav
HeStutters,1,244,24263200,24311200,True,Pamela Mertz,0.5661808848381042,,train,test,test,0,0,3,0,0,0,0,0,0,0,0,0,Prolongation,3.0,1,244,../SEP-28k_CLIP/HeStutters/1/HeStutters_1_244.wav
HeStutters,10,37,29856800,29904800,False,HeStutters_10_0,0.1266213059425354,train,test,train,dev,0,0,1,0,0,0,0,3,2,0,0,0,Interjection,3.0,10,37,../SEP-28k_CLIP/HeStutters/10/HeStutters_10_37.wav
MyStutteringLife,0,28,9274080,9322080,False,MyStutteringLife_0_1,0.0841885209083557,train,test,train,dev,0,0,0,1,2,0,1,0,0,0,0,0,SoundRep,2.0,0,28,../SEP-28k_CLIP/MyStutteringLife/0/MyStutteringLife_0_28.wav
